startdatetime,enddatetime,startdate,enddate,starttime,endtime,OC,EC,TC,SOC,chlorine,nitrate,sulfate,Na,ammonia,potassoium,Mg,Ca,Li,Be,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Ag,Cd,Cs,Ba,Tl,Pb,Bi
2016/12/24 8:58,2016/12/25 9:06,2016/12/24,2016/12/25,8:58,9:06,27.66764044,5.207133428,32.87477387,15.0312097,4.02783872,14.48233884,8.479524752,0.411732837,6.883416866,0.536924762,0.077960674,0.174438013,0.865422075,0.021756421,0.145042806,6.872611621,0.800152813,2.639779068,24.28258309,0.290085612,1.513279942,28.95296144,140.4014361,2.405293198,5.593817548,2.279589433,1.655905368,4.012850964,0.147460186,2.325519655,0.195807788,14.43901133,0.790483292,184.2309547,1.380324036
2016/12/25 9:16,2016/12/26 8:29,2016/12/25,2016/12/26,9:16,8:29,16.50645135,3.350735981,19.85718733,8.37504013,2.854402623,15.45385373,9.397549805,0.444004054,7.458571701,0.432978239,0.03837718,0.126916476,0.819181221,0.015076955,0.12061564,7.043450805,1.359438775,5.309600981,21.15548067,0.201026067,1.628311139,18.37880813,126.3951393,1.962516974,4.334624559,4.367291295,1.676054829,2.341953675,0.231179976,1.527798105,0.296513448,7.515862061,0.633232109,133.483821,1.098104888
2016/12/26 8:35,2016/12/27 9:19,2016/12/26,2016/12/27,8:35,9:19,3.932817308,1.054182668,4.986999976,1.37457553,0.231234895,1.694965148,1.603155223,0.156256487,0.820028379,0,0.011465936,0.053211731,0.191057734,0.002358737,0.11086066,7.856954462,0.40806158,1.615735157,7.168203125,0.047174749,0.507128553,9.809989075,23.58737455,0.450518854,0.705262499,0.587325626,0.391550418,1.271359488,0.042457274,0.266537332,0.051892224,5.651534942,0.12029561,29.15635368,0.176905309
2016/12/27 9:26,2016/12/28 8:52,2016/12/27,2016/12/28,9:26,8:52,15.5382243,3.238975818,18.77720012,7.67802748,1.443382468,11.48238844,10.03645829,0.531358627,6.61685712,0.251889767,0.226609213,0.629137776,0.517835141,0.022406328,0.027385512,6.430616193,0.512855957,2.422373037,13.61806836,0.194188178,0.888784352,14.98485438,71.12764407,1.356827652,9.552564588,1.603297262,0.990857625,1.986694434,0.03734388,3.323605349,0.134437969,3.507835159,0.460574524,200.1358131,1.053097425
2016/12/28 8:58,2016/12/29 8:46,2016/12/28,2016/12/29,8:58,8:46,3.466163457,0.744032126,4.210195583,1.66058068,0.199448981,1.046408547,1.281833516,0.351898248,0.734476629,0.026849118,0.022757028,0.18961128,0.426515232,0.019609896,0.046573502,10.0206567,0.487796156,0.91186015,11.80760845,0.151976692,0.83096933,11.04527375,13.40826619,0.600553056,0.769688406,0.701053771,0.578491923,2.355638721,0.014707422,0.262282355,0.08089082,12.08704946,0.181391535,33.30495661,0.352978123
2016/12/29 8:51,2016/12/30 8:53,2016/12/29,2016/12/30,8:51,8:53,31.03996416,4.613945724,35.65390988,19.84305392,3.093446768,14.66129997,17.41646699,0.45629298,10.0511403,0.503917384,0.101490826,0.282901296,0.912716893,0.043693894,0.031556701,7.576035701,0.565593181,3.381421894,22.23776452,0.368970659,1.437043619,22.21591757,131.1302302,2.762425065,11.60801113,3.386276771,2.102161781,2.529390965,0.104379857,2.908071378,0.378680413,9.634503588,0.970975418,226.2105706,1.36907534
2016/12/30 8:57,2016/12/31 9:31,2016/12/30,2016/12/31,8:57,9:31,40.69138295,8.095993367,48.78737631,21.04440042,4.291137091,22.69088942,22.49850789,0.709858935,13.47184688,0.847161396,0.127832509,0.321240554,1.235703,0.028516223,0.028516223,7.571057227,0.641615019,3.699979945,29.77806595,0.3707109,1.708597033,29.21962325,169.8616355,3.41006501,16.02849372,5.320651956,2.559331021,3.060741277,0.142581115,4.515068654,0.38259266,14.05136892,1.22382124,304.4320685,1.825038277
2016/12/31 9:35,2017/1/1 9:34,2016/12/31,2017/1/1,9:35,9:34,39.24683439,11.32977055,50.57660494,11.75227085,4.241954313,22.51186407,26.55397236,0.663292035,14.94381046,0.91612965,0.136403207,0.213549749,1.220303777,0.025541242,0.034054989,8.349148169,0.624341467,1.30544125,31.24829044,0.42852528,1.6204499,27.14182634,167.2099966,4.140519095,17.69724269,6.362607136,2.270332609,4.34484903,0.136219957,4.796077636,0.272439913,17.98954801,1.291251671,351.7000623,2.661964984
2017/1/1 9:41,2017/1/2 9:18,2017/1/1,2017/1/2,9:41,9:18,35.7089576,8.568495076,44.27745268,14.91532976,3.57817975,24.26877051,25.71266547,0.725153905,14.29701333,0.852918144,0.116712947,0.129040983,1.205489622,0.029643187,,3.784446929,0.370539843,0.607685342,23.56880428,0.33842639,1.329002903,20.79963652,132.8261824,3.725160554,9.62662512,4.735499193,2.196066136,3.665874179,0.098810625,3.46825293,0.264318421,12.22781482,1.188197763,277.8530066,2.173833745
2017/1/2 9:24,2017/1/3 8:25,2017/1/2,2017/1/3,9:24,8:25,29.81114109,6.937450738,36.74859182,12.97565627,2.813304364,21.26113078,15.67375015,0.608461234,11.26763224,0.642038735,0.104602639,0.167989222,0.991052321,0.032950589,0.015207964,5.586392113,0.359921815,2.643651077,19.95031412,0.276278013,1.254657031,24.31753445,135.2494933,3.330544118,5.109875907,2.724760218,1.766658486,2.777988092,0.096317105,3.196207103,0.245862085,11.98134098,0.970775036,228.1929653,1.546143008
2017/1/3 8:30,2017/1/4 8:30,2017/1/3,2017/1/4,8:30,8:30,30.35287611,9.301769912,39.65464602,7.779770788,4.154821459,33.77235324,24.63334226,0.668832915,15.23970491,0.874003297,0.13104088,0.19427299,1.174081224,0.01215405,0.03403134,5.391536554,0.425391748,1.439039513,24.79669269,0.415668508,1.553287582,30.81294741,185.2520292,3.677815512,16.55138521,3.962220281,2.0929274,4.08376078,0.126402119,5.911729891,0.267389099,17.73032805,1.120603405,348.4298729,1.879016121
